Ticker,Country,State,Name,Exchange,Currency,Sector,Industry,Market Cap.,Quote Type
2501.TW,Taiwan,,"Cathay Real Estate Development Co.,Ltd.",TAI - Taiwan,TWD,Real Estate,Real Estate - General,32003854336.0,EQUITY
2608.TW,Taiwan,,Kerry TJ Logistics Company Limited,TAI - Taiwan,TWD,Industrials,Trucking,16718599168.0,EQUITY
2688.HK,China,,ENN Energy Holdings Limited,HKG - HKSE,HKD,Utilities,Utilities - Regulated Gas,81492172800.0,EQUITY
2707.TW,Taiwan,,Formosa International Hotels Corporation,TAI - Taiwan,TWD,Consumer Cyclical,Lodging,21420075008.0,EQUITY
2777.HK,China,,"Guangzhou R&F Properties Co., Ltd.",HKG - HKSE,HKD,Real Estate,Real Estate - General,44984287232.0,EQUITY
2836.TW,Taiwan,,"Bank of Kaohsiung Co., Ltd.",TAI - Taiwan,TWD,Financial Services,Banks - Regional - Asia,10080893952.0,EQUITY
2855.TW,Taiwan,,President Securities Corporation,TAI - Taiwan,TWD,Financial Services,Capital Markets,18458644480.0,EQUITY
2881.TW,Taiwan,,"Fubon Financial Holding Co., Ltd.",TAI - Taiwan,TWD,Financial Services,Banks - Regional - Asia,441579864064.0,EQUITY
2885.TW,Taiwan,,"Yuanta Financial Holding Co., Ltd.",TAI - Taiwan,TWD,Financial Services,Banks - Regional - Asia,210654314496.0,EQUITY
2887.TW,Taiwan,,"Taishin Financial Holding Co., Ltd.",TAI - Taiwan,TWD,Financial Services,Banks - Regional - Europe,160144359424.0,EQUITY
2890.TW,Taiwan,,SinoPac Financial Holdings Company Limited,TAI - Taiwan,TWD,Financial Services,Banks - Regional - Asia,141013745664.0,EQUITY
2891.TW,Taiwan,,"CTBC Financial Holding Co., Ltd.",TAI - Taiwan,TWD,Financial Services,Banks - Regional - Asia,420936843264.0,EQUITY
2899.HK,China,,Zijin Mining Group Company Limited,HKG - HKSE,HKD,Basic Materials,Industrial Metals & Minerals,85450956800.0,EQUITY
2912.TW,Taiwan,,President Chain Store Corporation,TAI - Taiwan,TWD,Consumer Defensive,Food Distribution,312925618176.0,EQUITY
2FI.DE,United Kingdom,,Fiat Chrysler Automobiles N.V.,GER - XETRA,EUR,Consumer Cyclical,Auto Manufacturers,18295959552.0,EQUITY
2FI.F,United Kingdom,,Fiat Chrysler Automobiles N.V.,FRA - Frankfurt,EUR,Consumer Cyclical,Auto Manufacturers,18402656256.0,EQUITY
2M6.F,Ireland,,Medtronic plc,FRA - Frankfurt,EUR,Healthcare,Medical Devices,114146500608.0,EQUITY
2XT.F,United States,VA,DXC Technology Company,FRA - Frankfurt,EUR,Technology,Information Technology Services,11918291968.0,EQUITY
3008.TW,Taiwan,,"Largan Precision Co., Ltd.",TAI - Taiwan,TWD,Technology,Electronic Components,465465802752.0,EQUITY
3034.TW,Taiwan,,Novatek Microelectronics Corp.,TAI - Taiwan,TWD,Technology,Semiconductors,90972545024.0,EQUITY
33E.F,Canada,BC,Eagle Plains Resources Ltd.,FRA - Frankfurt,EUR,Basic Materials,Industrial Metals & Minerals,5561878.0,EQUITY
3481.TW,Taiwan,,Innolux Corporation,TAI - Taiwan,TWD,Technology,Electronic Components,71157301248.0,EQUITY
34U.F,United States,IL,"Ulta Beauty, Inc.",FRA - Frankfurt,EUR,Consumer Cyclical,Specialty Retail,17972719616.0,EQUITY
3532.TW,Taiwan,,Formosa Sumco Technology Corporation,TAI - Taiwan,TWD,Technology,Semiconductor Equipment & Materials,38746017792.0,EQUITY
3808.HK,China,,Sinotruk (Hong Kong) Limited,HKG - HKSE,HKD,Industrials,Truck Manufacturing,40089575424.0,EQUITY
3898.HK,China,,"Zhuzhou CRRC Times Electric Co., Ltd.",HKG - HKSE,HKD,Industrials,Railroads,49135067136.0,EQUITY
3BA.F,United Kingdom,,Barratt Developments PLC,FRA - Frankfurt,EUR,Consumer Cyclical,Residential Construction,6777296896.0,EQUITY
3DW.F,United Arab Emirates,,DP World PLC,FRA - Frankfurt,EUR,Industrials,Shipping & Ports,12035000320.0,EQUITY
3FO.F,Canada,ON,Franco-Nevada Corporation,FRA - Frankfurt,EUR,Basic Materials,Gold,13138242560.0,EQUITY
3IM.F,Isle of Man,,Manx Financial Group PLC,FRA - Frankfurt,EUR,Financial Services,Banks - Regional - Europe,14956245.0,EQUITY
3IX.F,Canada,QC,Innergex Renewable Energy Inc.,FRA - Frankfurt,EUR,Utilities,Utilities - Independent Power Producers,1265674496.0,EQUITY
3MG.F,Hong Kong,,SJM Holdings Limited,FRA - Frankfurt,EUR,Consumer Cyclical,Resorts & Casinos,5515087360.0,EQUITY
3MI.F,United Kingdom,,PageGroup plc,FRA - Frankfurt,EUR,Industrials,Staffing & Outsourcing Services,1945619968.0,EQUITY
3MINDIA.NS,India,,3M India Limited,NSI - NSE,INR,Industrials,Conglomerates,253457399808.0,EQUITY
3N8.F,Japan,,Nabtesco Corporation,FRA - Frankfurt,EUR,Industrials,Diversified Industrials,2811400448.0,EQUITY
3RB.F,United Kingdom,,Reckitt Benckiser Group plc,FRA - Frankfurt,EUR,Consumer Defensive,Household & Personal Products,52656365568.0,EQUITY
3SY.F,Japan,,Sony Financial Holdings Inc.,FRA - Frankfurt,EUR,Financial Services,Insurance - Diversified,8642811904.0,EQUITY
3U6.F,United States,PA,UGI Corporation,FRA - Frankfurt,EUR,Utilities,Utilities - Regulated Gas,8447215616.0,EQUITY
42BA.F,United Kingdom,,The Berkeley Group Holdings plc,FRA - Frankfurt,EUR,Consumer Cyclical,Residential Construction,5500170240.0,EQUITY
42W.F,United Kingdom,,The Weir Group PLC,FRA - Frankfurt,EUR,Industrials,Diversified Industrials,4553203200.0,EQUITY
4333.HK,United States,CA,"Cisco Systems, Inc.",HKG - HKSE,HKD,Technology,Communication Equipment,44708499456.0,EQUITY
4938.TW,Taiwan,,Pegatron Corporation,TAI - Taiwan,TWD,Technology,Electronic Components,130593996800.0,EQUITY
4BV.F,France,,Bureau Veritas SA,FRA - Frankfurt,EUR,Industrials,Business Services,9157427200.0,EQUITY
4BY.F,China,,BYD Electronic (International) Company Limited,FRA - Frankfurt,EUR,Technology,Electronic Components,2717840896.0,EQUITY
4D7.F,Japan,,"Daito Trust Construction Co.,Ltd.",FRA - Frankfurt,EUR,Real Estate,Real Estate Services,8300030976.0,EQUITY
4FV.F,Mexico,JA,"Grupo Simec, S.A.B. de C.V.",FRA - Frankfurt,EUR,Basic Materials,Steel,358487584.0,EQUITY
4FX.F,Mexico,DF,"Kimberly-Clark de México, S. A. B. de C. V.",FRA - Frankfurt,EUR,Consumer Defensive,Household & Personal Products,4864479744.0,EQUITY
4FZ.F,Mexico,EM,"Mexichem, S.A.B. de C.V.",FRA - Frankfurt,EUR,Basic Materials,Chemicals,3802790144.0,EQUITY
4GM.F,Mexico,DF,"Grupo Bimbo, S.A.B. de C.V.",FRA - Frankfurt,EUR,Consumer Defensive,Packaged Foods,8439810560.0,EQUITY
4HP.F,Japan,,Isetan Mitsukoshi Holdings Ltd.,FRA - Frankfurt,EUR,Consumer Cyclical,Department Stores,2834682368.0,EQUITY
4HQ.F,Hong Kong,,Want Want China Holdings Limited,FRA - Frankfurt,EUR,Consumer Defensive,Packaged Foods,7810135552.0,EQUITY
4I1.F,United States,NY,Philip Morris International Inc.,FRA - Frankfurt,EUR,Consumer Defensive,Tobacco,108186419200.0,EQUITY
4OQ1.F,United States,MD,AGNC Investment Corp.,FRA - Frankfurt,EUR,Real Estate,REIT - Residential,8011068416.0,EQUITY
517354.BO,India,,Havells India Limited,BSE - BSE,INR,Industrial Goods,Diversified Machinery,492726878208.0,EQUITY
5305.TW,Taiwan,,Lite-On Semiconductor Corp.,TAI - Taiwan,TWD,Technology,Semiconductors,9121963008.0,EQUITY
532424.BO,India,,Godrej Consumer Products Limited,BSE - BSE,INR,Consumer Goods,Personal Products,470717923328.0,EQUITY
561.SI,Singapore,,Teckwah Industrial Corporation Ltd,SES - SES,SGD,Consumer Cyclical,Packaging & Containers,92252256.0,EQUITY
56S1.F,France,,Sartorius Stedim Biotech S.A.,FRA - Frankfurt,EUR,Healthcare,Medical Devices,11574502400.0,EQUITY
573.SI,Singapore,,Challenger Technologies Limited,SES - SES,SGD,Technology,Computer Distribution,189864400.0,EQUITY
58U.F,China,,Uni-President China Holdings Ltd,FRA - Frankfurt,EUR,Consumer Defensive,Beverages - Soft Drinks,4009598720.0,EQUITY
5B9.F,United States,NY,"Broadridge Financial Solutions, Inc.",FRA - Frankfurt,EUR,Industrials,Business Services,13621662720.0,EQUITY
5KI.SI,Singapore,,Soup Restaurant Group Limited,SES - SES,SGD,Consumer Cyclical,Restaurants,49161728.0,EQUITY
5M71.F,Russia,,Public Joint Stock Company Magnit,FRA - Frankfurt,EUR,Consumer Defensive,Food Distribution,4867095040.0,EQUITY
6216.TW,Taiwan,,DrayTek Corporation,TAI - Taiwan,TWD,Technology,Communication Equipment,2357969664.0,EQUITY
6823.HK,Hong Kong,,HKT Trust and HKT Limited,HKG - HKSE,HKD,Communication Services,Telecom Services,95858229248.0,EQUITY
6D8.F,United States,MI,DowDuPont Inc.,FRA - Frankfurt,EUR,Basic Materials,Chemicals,61100527616.0,EQUITY
6MY.F,United States,PA,Mylan N.V.,FRA - Frankfurt,EUR,Healthcare,Drug Manufacturers - Specialty & Generic,8294574080.0,EQUITY
8016.HK,Hong Kong,,Changhong Jiahua Holdings Limited,HKG - HKSE,HKD,Technology,Consumer Electronics,1259554816.0,EQUITY
8033.TW,Taiwan,,Thunder Tiger Corp.,TAI - Taiwan,TWD,Consumer Cyclical,Recreational Vehicles,1187207040.0,EQUITY
8082.HK,Hong Kong,,Sage International Group Limited,HKG - HKSE,HKD,Consumer Cyclical,Personal Services,949883904.0,EQUITY
8109.HK,Hong Kong,,Kirin Group Holdings Limited,HKG - HKSE,HKD,Financial Services,Insurance Brokers,44336800.0,EQUITY
8926.TW,Taiwan,,Taiwan Cogeneration Corporation,TAI - Taiwan,TWD,Utilities,Utilities - Independent Power Producers,15963229184.0,EQUITY
8996.TW,Taiwan,,"Kaori Heat Treatment Co., Ltd.",TAI - Taiwan,TWD,Industrials,Diversified Industrials,3709435904.0,EQUITY
8AK.F,Ireland,,Alkermes plc,FRA - Frankfurt,EUR,Healthcare,Biotechnology,3333910016.0,EQUITY
9912.TW,Taiwan,,"Associated Industries China, Inc.",TAI - Taiwan,TWD,Technology,Computer Systems,491948960.0,EQUITY
9917.TW,Taiwan,,"Taiwan Secom Co., Ltd.",TAI - Taiwan,TWD,Industrials,Security & Protection Services,39021686784.0,EQUITY
9931.TW,Taiwan,,"Hsin Kao Gas Co.,Ltd.",TAI - Taiwan,TWD,Utilities,Utilities - Regulated Gas,3343607808.0,EQUITY
9H6.F,United Kingdom,,Aon plc,FRA - Frankfurt,EUR,Financial Services,Insurance Brokers,40402739200.0,EQUITY
A,United States,CA,"Agilent Technologies, Inc.",NYQ - NYSE,USD,Healthcare,Diagnostics & Research,21967831040.0,EQUITY
A17U.SI,Singapore,,Ascendas Real Estate Investment Trust,SES - SES,SGD,Real Estate,REIT - Industrial,9083653120.0,EQUITY
A26.SI,Singapore,,Sinarmas Land Limited,SES - SES,SGD,Real Estate,Real Estate Services,1063964992.0,EQUITY
A58.F,United States,IN,"Anthem, Inc.",FRA - Frankfurt,EUR,Healthcare,Health Care Plans,63270465536.0,EQUITY
A60.F,Ireland,,Allergan plc,FRA - Frankfurt,EUR,Healthcare,Drug Manufacturers - Specialty & Generic,36264923136.0,EQUITY
A7RU.SI,Singapore,,Keppel Infrastructure Trust,SES - SES,SGD,Utilities,Utilities - Regulated Gas,2372335104.0,EQUITY
A9D.F,Canada,ON,Alexandria Minerals Corporation,FRA - Frankfurt,EUR,Basic Materials,Gold,12063064.0,EQUITY
A9U.SG,South Africa,,Astral Foods Limited,STU - Stuttgart,EUR,Consumer Defensive,Farm Products,389468000.0,EQUITY
AACIX,,,American Beacon Mid-Cap Value Fund Institutional Class,NAS - Nasdaq,USD,,,,MUTUALFUND
AACTX,,,American Funds 2020 Target Date Retirement Fund Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
AAD.DE,Germany,,Amadeus FiRe AG,GER - XETRA,EUR,Industrials,Staffing & Outsourcing Services,601956224.0,EQUITY
AAL,United States,TX,American Airlines Group Inc.,NMS - NasdaqGS,USD,Industrials,Airlines,13754298368.0,EQUITY
AAL.L,United Kingdom,,Anglo American plc,LSE - LSE,GBp,Basic Materials,Industrial Metals & Minerals,27733471232.0,EQUITY
AAP,United States,NC,"Advance Auto Parts, Inc.",NYQ - NYSE,USD,Consumer Cyclical,Specialty Retail,11080633344.0,EQUITY
AAPL,United States,CA,Apple Inc.,NMS - NasdaqGS,USD,Technology,Consumer Electronics,874895310848.0,EQUITY
AAY.F,United States,NY,"Annaly Capital Management, Inc.",FRA - Frankfurt,EUR,Real Estate,REIT - Diversified,11904470016.0,EQUITY
AAZ.F,United States,TX,Anadarko Petroleum Corporation,FRA - Frankfurt,EUR,Energy,Oil & Gas E&P,31223879680.0,EQUITY
AAZ.L,Azerbaijan,,Anglo Asian Mining PLC,LSE - LSE,GBp,Basic Materials,Industrial Metals & Minerals,115535920.0,EQUITY
AB,United States,NY,AllianceBernstein Holding L.P.,NYQ - NYSE,USD,Financial Services,Asset Management,2662520064.0,EQUITY
AB6.F,Japan,,"Autobacs Seven Co., Ltd.",FRA - Frankfurt,EUR,Consumer Cyclical,Specialty Retail,1119552768.0,EQUITY
ABB,Switzerland,,ABB Ltd,NYQ - NYSE,USD,Industrials,Diversified Industrials,40934899712.0,EQUITY
ABBN.SW,Switzerland,,ABB Ltd,EBS - Swiss,CHF,Industrials,Diversified Industrials,40700260352.0,EQUITY
ABBOTINDIA.NS,India,,Abbott India Limited,NSI - NSE,INR,Healthcare,Drug Manufacturers - Major,168641593344.0,EQUITY
ABC,United States,PA,AmerisourceBergen Corporation,NYQ - NYSE,USD,Healthcare,Medical Distribution,17545576448.0,EQUITY
ABEA.DE,United States,CA,Alphabet Inc.,GER - XETRA,EUR,Technology,Internet Content & Information,654978121728.0,EQUITY
ABEV,Brazil,SP,Ambev S.A.,NYQ - NYSE,USD,Consumer Defensive,Beverages - Brewers,70037667840.0,EQUITY
ABEV3.SA,Brazil,SP,Ambev S.A.,SAO - Sao Paolo,BRL,Consumer Defensive,Beverages - Brewers,276968308736.0,EQUITY
ABF.L,United Kingdom,,Associated British Foods plc,LSE - LSE,GBp,Consumer Defensive,Packaged Foods,19876978688.0,EQUITY
ABG,United States,GA,"Asbury Automotive Group, Inc.",NYQ - NYSE,USD,Consumer Cyclical,Auto & Truck Dealerships,1521396864.0,EQUITY
ABG.F,United States,PA,AmerisourceBergen Corporation,FRA - Frankfurt,EUR,Healthcare,Medical Distribution,15339755520.0,EQUITY
ABI.BR,Belgium,,Anheuser-Busch InBev SA/NV,BRU - Brussels,EUR,Consumer Defensive,Beverages - Brewers,147874414592.0,EQUITY
ABIO,United States,CO,"ARCA biopharma, Inc.",NCM - NasdaqCM,USD,Healthcare,Biotechnology,10318331.0,EQUITY
ABJ.DE,Switzerland,,ABB Ltd,GER - XETRA,EUR,Industrials,Diversified Industrials,36286672896.0,EQUITY
ABMD,United States,MA,"Abiomed, Inc.",NMS - NasdaqGS,USD,Healthcare,Medical Devices,12087553024.0,EQUITY
ABNDX,,,American Funds The Bond Fund of America Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
ABNFX,,,American Funds The Bond Fund of America Class F-2,NAS - Nasdaq,USD,,,,MUTUALFUND
ABR.DE,Canada,ON,Barrick Gold Corporation,GER - XETRA,EUR,Basic Materials,Gold,21413566464.0,EQUITY
ABR.F,Canada,ON,Barrick Gold Corporation,FRA - Frankfurt,EUR,Basic Materials,Gold,21200525312.0,EQUITY
ABT,United States,IL,Abbott Laboratories,NYQ - NYSE,USD,Healthcare,Medical Devices,142439890944.0,EQUITY
ABUAX,,,Columbia Capital Allocation Moderate Portfolio Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
ABUS,Canada,BC,Arbutus Biopharma Corporation,NMS - NasdaqGS,USD,Healthcare,Biotechnology,92097328.0,EQUITY
ABX.TO,Canada,ON,Barrick Gold Corporation,TOR - Toronto,CAD,Basic Materials,Gold,31553161216.0,EQUITY
AC,United States,NY,"Associated Capital Group, Inc.",NYQ - NYSE,USD,Financial Services,Capital Markets,852541184.0,EQUITY
AC.PA,France,,Accor SA,PAR - Paris,EUR,Consumer Cyclical,Lodging,9566880768.0,EQUITY
ACA.PA,France,,Crédit Agricole S.A.,PAR - Paris,EUR,Financial Services,Banks - Regional - Europe,29467471872.0,EQUITY
ACB,Canada,AB,Aurora Cannabis Inc.,NYQ - NYSE,USD,Healthcare,Drug Manufacturers - Specialty & Generic,7810830336.0,EQUITY
ACC.BK,Thailand,,Advanced Connection Corporation Public Company Limited,SET - Thailand,THB,Industrials,Conglomerates,953565440.0,EQUITY
ACD.TO,Canada,ON,Accord Financial Corp.,TOR - Toronto,CAD,Financial Services,Credit Services,80576848.0,EQUITY
ACGL,Bermuda,,Arch Capital Group Ltd.,NMS - NasdaqGS,USD,Financial Services,Insurance - Diversified,14333837312.0,EQUITY
ACN,Ireland,,Accenture plc,NYQ - NYSE,USD,Technology,Information Technology Services,116672413696.0,EQUITY
ACO-X.TO,Canada,AB,ATCO Ltd.,TOR - Toronto,CAD,Utilities,Utilities - Diversified,5254166016.0,EQUITY
ACOMO.AS,Netherlands,,Amsterdam Commodities N.V.,AMS - Amsterdam,EUR,Consumer Defensive,Food Distribution,475235296.0,EQUITY
ACR.F,France,,Accor SA,FRA - Frankfurt,EUR,Consumer Cyclical,Lodging,9490395136.0,EQUITY
ACS.MC,Spain,,"ACS, Actividades de Construcción y Servicios, S.A.",MCE - MCE,EUR,Industrials,Engineering & Construction,11496681472.0,EQUITY
ACSNX,,,American Century Short Duration Fund Investor Class,NAS - Nasdaq,USD,,,,MUTUALFUND
ACSRX,,,Invesco Comstock Fund Class R,NAS - Nasdaq,USD,,,,MUTUALFUND
AD.AS,Netherlands,,Koninklijke Ahold Delhaize N.V.,AMS - Amsterdam,EUR,Consumer Defensive,Grocery Stores,22556340224.0,EQUITY
AD.MI,Netherlands,,Koninklijke Ahold Delhaize N.V.,MIL - Milan,EUR,Consumer Defensive,Grocery Stores,22246744064.0,EQUITY
ADB.F,United States,CA,Adobe Inc.,FRA - Frankfurt,EUR,Technology,Software - Application,125571260416.0,EQUITY
ADBE,United States,CA,Adobe Inc.,NMS - NasdaqGS,USD,Technology,Software - Application,135728455680.0,EQUITY
ADEN.SW,Switzerland,,Adecco Group AG,EBS - Swiss,CHF,Industrials,Staffing & Outsourcing Services,9058119680.0,EQUITY
ADI,United States,MA,"Analog Devices, Inc.",NMS - NasdaqGS,USD,Technology,Semiconductors,37231235072.0,EQUITY
ADI1.F,Switzerland,,Adecco Group AG,FRA - Frankfurt,EUR,Industrials,Staffing & Outsourcing Services,8182222848.0,EQUITY
ADM,United States,IL,Archer-Daniels-Midland Company,NYQ - NYSE,USD,Consumer Defensive,Farm Products,22171330560.0,EQUITY
ADM.F,United States,IL,Archer-Daniels-Midland Company,FRA - Frankfurt,EUR,Consumer Defensive,Farm Products,20291872768.0,EQUITY
ADM.SW,United States,IL,Archer-Daniels-Midland Company,EBS - Swiss,CHF,Consumer Defensive,Farm Products,0.0,EQUITY
ADP,United States,NJ,"Automatic Data Processing, Inc.",NMS - NasdaqGS,USD,Industrials,Business Services,72648253440.0,EQUITY
ADPAX,,,AB Short Duration Portfolio Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
ADPBX,,,AB Short Duration Portfolio Class B,NAS - Nasdaq,USD,,,,MUTUALFUND
ADPCX,,,AB Short Duration Portfolio Class C,NAS - Nasdaq,USD,,,,MUTUALFUND
ADRA,,,Invesco BLDRS Asia 50 ADR Index Fund,NGM - NasdaqGM,USD,,,,ETF
ADS.DE,Germany,,adidas AG,GER - XETRA,EUR,Consumer Cyclical,Footwear & Accessories,52680507392.0,EQUITY
ADS.F,Germany,,adidas AG,FRA - Frankfurt,EUR,Consumer Cyclical,Footwear & Accessories,52499365888.0,EQUITY
ADSK,United States,CA,"Autodesk, Inc.",NMS - NasdaqGS,USD,Technology,Software - Application,36303187968.0,EQUITY
ADSL.NS,India,,Allied Digital Services Limited,NSI - NSE,INR,Technology,Information Technology Services,835451072.0,EQUITY
ADT.L,United Kingdom,,AdEPT Telecom plc,LSE - LSE,GBp,Communication Services,Telecom Services,82956296.0,EQUITY
ADY.AX,Australia,NSW,Admiralty Resources NL,ASX - ASX,AUD,Basic Materials,Industrial Metals & Minerals,13909560.0,EQUITY
AE4.F,United States,MO,Ameren Corporation,FRA - Frankfurt,EUR,Utilities,Utilities - Regulated Electric,16740464640.0,EQUITY
AE9.F,Canada,ON,Agnico Eagle Mines Limited,FRA - Frankfurt,EUR,Basic Materials,Gold,9649383424.0,EQUITY
AEE,United States,MO,Ameren Corporation,NYQ - NYSE,USD,Utilities,Utilities - Regulated Electric,18635898880.0,EQUITY
AEG,Netherlands,,Aegon N.V.,NYQ - NYSE,USD,Financial Services,Insurance - Diversified,9687965696.0,EQUITY
AEM,Canada,ON,Agnico Eagle Mines Limited,NYQ - NYSE,USD,Basic Materials,Gold,10804649984.0,EQUITY
AEM.TO,Canada,ON,Agnico Eagle Mines Limited,TOR - Toronto,CAD,Basic Materials,Gold,14293752832.0,EQUITY
AEND.F,Netherlands,,Aegon N.V.,FRA - Frankfurt,EUR,Financial Services,Insurance - Diversified,8613146624.0,EQUITY
AEONTS.BK,Thailand,,AEON Thana Sinsap (Thailand) Public Company Limited,SET - Thailand,THB,Financial Services,Credit Services,56000000000.0,EQUITY
AER,Ireland,,AerCap Holdings N.V.,NYQ - NYSE,USD,Industrials,Airports & Air Services,6589025792.0,EQUITY
AES,United States,VA,The AES Corporation,NYQ - NYSE,USD,Utilities,Utilities - Diversified,11084240896.0,EQUITY
AESAX,,,Voya Small Company Fund Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
AESGENER.SN,Chile,,AES Gener S.A.,SGO - Santiago,CLP,Utilities,Utilities - Regulated Electric,1504077283328.0,EQUITY
AESGX,,,Voya Small Company Fund Class I,NAS - Nasdaq,USD,,,,MUTUALFUND
AEU.F,Italy,MI,Prysmian S.p.A.,FRA - Frankfurt,EUR,Technology,Communication Equipment,4346300928.0,EQUITY
AEX.F,Switzerland,,Chubb Limited,FRA - Frankfurt,EUR,Financial Services,Insurance - Property & Casualty,60589330432.0,EQUITY
AFB,United States,NY,AllianceBernstein National Municipal Income Fund,NYQ - NYSE,USD,Financial Services,Asset Management,380582464.0,EQUITY
AFL,United States,GA,Aflac Incorporated,NYQ - NYSE,USD,Financial Services,Insurance - Life,40665333760.0,EQUITY
AFL.F,United States,GA,Aflac Incorporated,FRA - Frankfurt,EUR,Financial Services,Insurance - Life,36051349504.0,EQUITY
AFS.F,United States,FL,"Affiliated Managers Group, Inc.",FRA - Frankfurt,EUR,Financial Services,Asset Management,4205293056.0,EQUITY
AFW.F,United States,CA,"Align Technology, Inc.",FRA - Frankfurt,EUR,Healthcare,Medical Devices,22145503232.0,EQUITY
AG,Canada,BC,First Majestic Silver Corp.,NYQ - NYSE,USD,Basic Materials,Silver,1291838208.0,EQUITY
AG8.F,United States,CA,"Agilent Technologies, Inc.",FRA - Frankfurt,EUR,Healthcare,Diagnostics & Research,19761434624.0,EQUITY
AGA.F,United States,NY,Alleghany Corporation,FRA - Frankfurt,EUR,Financial Services,Insurance - Property & Casualty,8976499712.0,EQUITY
AGCNET.BO,India,,AGC Networks Limited,BSE - BSE,INR,Technology,Software - Infrastructure,3303847424.0,EQUITY
AGCNET.NS,India,,AGC Networks Limited,NSI - NSE,INR,Technology,Software - Infrastructure,3178720256.0,EQUITY
